,pred
1330,710622.2260389691
1331,533530.4778409639
1332,722846.6730583917
1333,2159460.627406587
1334,1429435.1780174677
1335,695556.5243153092
1336,842071.6775324144
1337,835187.1394064192
1338,1672463.434280441
1339,838592.4329569386
1340,1155443.5478905672
1341,390972.7164668199
1342,661145.453344271
1343,1343396.3761656925
1344,830635.7504469242
1345,1406754.5002199737
1346,916004.629869291
1347,2356329.9884659275
1348,971035.2199424114
1349,539791.5067804039
1350,971972.3082708146
1351,410072.5413908213
1352,885675.5224911328
1353,1243153.6988269503
1354,741607.5895620456
1355,1052724.175562016
1356,889374.1397346837
1357,944547.4677271917
1358,599979.1898411011
1359,1030594.482407635
1360,866377.6119965584
1361,820788.576905423
1362,835258.9344113161
1363,3359602.2176524173
1364,2574562.381422887
1365,3009477.7734155897
1366,1200467.7461184189
1367,1040640.6880764039
1368,214251.04903267047
1369,949556.9233486335
1370,475350.9551819811
1371,529274.6256299372
1372,543184.3839497357
1373,536612.9064761581
1374,686154.6120551599
1375,1856772.5342253426
1376,1274265.0246808063
1377,385922.1728648967
1378,1160686.2602381848
1379,635251.9810922259
1380,743842.2854262679
1381,677925.0384744288
1382,921541.4877649257
1383,447663.28936447256
1384,1686115.6833292933
1385,372844.60981026356
1386,583405.6182113788
1387,463367.06433466036
1388,1139194.0271881106
1389,2824217.522987258
1390,2616436.8812886155
1391,1091176.1514436745
1392,1258761.684017219
1393,491945.78211075964
1394,840075.5034542424
1395,656231.4656938614
1396,1635934.4412743782
1397,710412.4172348415
1398,939833.5366605831
1399,1333326.1550022522
1400,704749.0126672994
1401,4558439.456312616
1402,1163681.3189724167
1403,2019839.9591877016
1404,292237.71859104506
1405,416375.927155482
1406,386448.8829573589
1407,785926.9623005668
1408,335211.32251928805
1409,558516.7485461963
1410,2016407.3521422688
1411,725689.75569886
1412,1244979.6198611772
1413,811466.076647944
1414,924286.1512595402
1415,2143856.1942092627
1416,1552506.475853236
1417,1191387.506337345
1418,538376.8013958334
1419,935330.7546985608
1420,739149.6919029738
1421,576979.504177764
1422,1085022.3317028906
1423,1397532.9382856619
1424,732615.4039439129
1425,899019.0327155899
1426,795242.1525791824
1427,1316669.1035728697
1428,1395437.8259449604
1429,2341273.2339386903
1430,1515535.0770904897
1431,566692.2680489469
1432,2547180.6411226317
1433,623038.8454461226
1434,2239794.997793531
1435,1481705.6531597204
1436,1199987.8296124774
1437,1006435.3168337959
1438,365344.6925591321
1439,1342192.3430395273
1440,480064.51378664805
1441,1731357.5247947227
1442,472493.2259207169
1443,864687.3606394785
1444,1273078.647109206
1445,1039278.6948466295
1446,1181021.8255885236
1447,883825.803582351
1448,958340.909150642
1449,757270.5042015745
1450,879557.6520097678
1451,541207.9706989414
1452,703977.8221189048
1453,646542.5002283907
1454,749952.8318614853
1455,782409.6277371513
1456,1349924.2539237808
1457,1131687.3464409257
1458,2013818.9202634904
1459,532488.6950832598
1460,642740.0878470544
1461,1024978.2441103716
1462,836644.6340281541
1463,909540.2270051371
1464,723376.735189613
1465,534774.5526520772
1466,983890.4502973433
1467,2603929.960313529
1468,821954.6492923972
1469,784936.2285894641
1470,3625517.1070439685
1471,564771.3131306085
1472,959602.5920823022
1473,720427.1923886992
1474,754490.1655937306
1475,478870.8659697195
1476,1578956.6599094654
1477,472427.42487663106
1478,448003.07853925764
1479,1898217.0531738284
1480,795857.8512975768
1481,508094.107945318
1482,916282.7738316028
1483,1071506.380423894
1484,1256738.5140339532
1485,723683.1469221293
1486,903682.7114828994
1487,654485.2700024452
1488,433900.9111792127
1489,1180416.226145492
1490,1181674.1321759876
1491,482423.8613368791
1492,702109.1816688525
1493,641970.4647813797
1494,685859.0246688934
1495,1050981.7958602046
1496,1097526.2670063227
1497,1698398.7260064983
1498,497850.59094121185
1499,1037825.2992080249
1500,909912.5387135865
1501,1106064.859277129
1502,855943.8610015406
1503,1595252.9726429074
1504,622305.1794550125
1505,330691.9873753872
1506,1129322.2244632354
1507,1839037.5183453965
1508,1963775.7257858848
1509,1699870.9067029408
1510,463009.7265512001
1511,2640318.9743513055
1512,2970249.576807404
1513,702451.0785685905
1514,796843.2643416879
1515,798258.8071365306
1516,571753.8190567774
1517,1083111.1440841188
1518,450644.0361599805
1519,359507.4700831523
1520,4067191.617323752
1521,623872.5771254249
1522,1345770.4178934835
1523,2986734.0761020985
1524,798625.0404186631
1525,828176.9259704716
1526,1015571.4137805684
1527,564969.9386244053
1528,594688.1813874253
1529,2015341.630525068
1530,438159.6261490031
1531,488875.53583093017
1532,1183271.714685721
1533,308689.3760377021
1534,513103.48584782804
1535,460917.9966461573
1536,542183.5480619037
1537,536617.4156716869
1538,1452030.510659997
1539,1531441.2092056938
1540,1235115.1148392586
1541,561750.0053034266
1542,758857.3217409557
1543,651597.7115194711
1544,1333885.6836557337
1545,1911270.342045058
1546,909303.6356734209
1547,982759.9947543791
1548,1497519.6730042272
1549,687051.793134642
1550,628707.9280615625
1551,1878250.9688213384
1552,500569.10235132766
1553,1020430.0528919514
1554,739387.5627603937
1555,436184.6275836645
1556,341111.21739618643
1557,553998.3012583613
1558,1248382.7294977538
1559,605123.7863013981
1560,1218636.3153595927
1561,748030.0300814529
1562,250217.34593093867
1563,1173675.8963136636
1564,1487363.7318362289
1565,1350965.277202832
1566,1150081.7953818662
1567,540581.0531697281
1568,989857.2355028844
1569,1252019.4084683708
1570,1655350.025169652
1571,405438.7987893105
1572,679026.4523468514
1573,1097864.1910224855
1574,617029.5587892887
1575,335644.5931379248
1576,699909.1523939018
1577,864141.8004827971
1578,2071403.1782702862
1579,1390676.2365431776
1580,1308027.1346005725
1581,591373.3428604018
1582,1743737.405330005
1583,968543.3808367946
1584,1884154.099326462
1585,414837.799700132
1586,918939.3782451954
1587,430012.46502240415
1588,362414.0659183852
1589,1307204.3872488188
1590,1397402.0989473506
1591,783893.1224149942
1592,583981.708354976
1593,848373.0104988079
1594,601994.8399206607
1595,384752.56508997874
1596,1096513.5878528322
1597,676396.5110374775
1598,1256231.9030502497
1599,671003.7131680895
1600,1352552.9283370038
1601,1366547.6968532489
1602,847115.3965232057
1603,615005.8451801908
1604,1054868.1797188267
1605,742762.5443575865
1606,649682.5143094321
1607,1161330.4152100466
1608,536669.5027144727
1609,514346.8402175011
1610,1873704.6103828067
1611,1655665.790296597
1612,1405630.1133758726
1613,627904.2312967527
1614,1784361.6618776065
1615,968958.1208257339
1616,589073.5256947916
1617,695924.8237188584
1618,1114509.0323378688
1619,1140307.167360898
1620,696206.9295899621
1621,526466.5624765225
1622,2061857.8595828437
1623,1449867.390830887
1624,1079894.3465630293
1625,611639.6976482267
1626,1252094.1828161308
1627,918868.4607068545
1628,1024321.3735354461
1629,836725.5371785975
1630,1624751.5221240157
1631,1603339.8277724555
1632,805676.1124717619
1633,867120.6897327818
1634,434278.79610967654
1635,906166.8627913727
1636,553733.5783898148
1637,905911.0666067054
1638,1098683.6247067288
1639,672709.4253779865
1640,1029108.5364872892
1641,1163330.844193121
1642,508292.516223129
1643,564652.4710778093
1644,1160944.0447337204
1645,480435.3866363189
1646,667919.9599507408
1647,1164649.9854115078
1648,673860.371421057
1649,670525.433543615
1650,881614.3759526269
1651,664311.8266747508
1652,1807222.3764758913
1653,776576.3991516223
1654,768379.6144263747
1655,1051329.924908915
1656,1343447.0274408236
1657,1245883.180721265
1658,774058.2095930234
1659,1816673.6287752416
1660,501946.3914681465
1661,822719.3090277651
1662,802559.7325621474
1663,320292.4101741032
1664,1735624.9856946862
1665,1677961.0269381134
1666,655640.2294940888
1667,383584.45629200764
1668,1755404.4518130154
1669,1839804.711602857
1670,379051.8207244953
1671,1298776.8913961158
1672,1163439.301672772
1673,697321.3522553567
1674,3049702.891224557
1675,393883.2127241043
1676,553032.7178700973
1677,350219.4650849377
1678,1003960.7674541933
1679,1421750.9693775037
1680,437941.17698590993
1681,615101.6166226618
1682,1068477.0812935198
1683,553407.7793258715
1684,304027.7854339401
1685,552173.2565791225
1686,1508342.0794890986
1687,634921.5338952859
1688,1210518.3711862827
1689,705424.6989521865
1690,694541.526854892
1691,1487326.830849266
1692,1801750.863188942
1693,1197478.6474077196
1694,1249007.4045208232
1695,753934.5817112931
1696,1628065.119767248
1697,848768.5120813259
1698,1303267.1491991715
1699,1446042.955685895
1700,900019.2514774934
1701,2507544.4940301846
1702,537682.806193095
1703,791831.4677334193
1704,1033610.1442742643
1705,1489750.116878556
1706,723580.5437019088
1707,673559.0970672987
1708,1328177.8555275786
1709,984151.2734478639
1710,1222282.298979354
1711,701299.9945931404
1712,1828730.8497198476
1713,920630.1853611118
1714,441061.66965174774
1715,1219758.4743644996
1716,694358.6733170958
1717,1157897.2557018963
1718,811331.0660130763
1719,614698.5487851943
1720,2852514.6548991785
1721,1049151.4666556239
1722,5425602.202738938
1723,827171.4185084138
1724,743479.9990385949
1725,1420703.0925381419
1726,930094.8099724833
1727,1179900.5917861287
1728,455632.4153811079
1729,888951.6646794914
1730,646433.7159185625
1731,937259.7937766593
1732,1053876.104989653
1733,684429.28059897
1734,2234775.291723023
1735,617095.3158661077
1736,564592.6661793424
1737,625390.1294473159
1738,564265.9204182265
1739,686368.7443376569
1740,1011361.7523469307
1741,1635545.9949896873
1742,911195.3523079553
1743,940532.1750831819
1744,386103.689750312
1745,1714837.961492586
1746,729788.1151404282
1747,512650.1397632791
1748,570776.5658103487
1749,339828.18324760435
1750,1386688.4442109298
1751,1122952.7075555979
1752,1290297.5579555498
1753,720291.6989171444
1754,806124.850832988
1755,952653.8875458023
1756,545499.8071655763
1757,526251.2611174539
1758,868822.0638380268
1759,2517918.3301552953
1760,432522.0259223739
1761,1614896.8557465137
1762,355068.7067989446
1763,965301.8422413432
1764,789181.6289371833
1765,1299304.2797549095
1766,756100.2410475019
1767,687169.771760049
1768,883632.9717386565
1769,1511296.2995967104
1770,376571.7232072745
1771,1308544.5310902097
1772,999781.9301600241
1773,1596019.9574847545
1774,1254775.6379273569
1775,703420.4788567276
1776,1529190.7132627042
1777,1265619.3713225566
1778,3093379.2661419474
1779,580132.9597906383
1780,1031249.8396095934
1781,670316.8121628561
1782,497880.28261728655
1783,1005058.0532558569
1784,578627.0918833186
1785,1523862.472271148
1786,1159860.9540365485
1787,780803.875529886
1788,524708.0176970235
1789,1588835.5631606972
1790,2555087.34409235
1791,1491087.0923287026
1792,483121.85320283275
1793,783104.0190724394
1794,934542.7031433593
1795,720583.6945779257
1796,1177005.9397782544
1797,317812.9305353289
1798,1224218.5853851323
1799,852425.799223307
1800,1415847.348741628
1801,796615.5782281393
1802,710694.1755426446
1803,1129664.9605572904
1804,946717.9275396445
1805,494465.5739042508
1806,376889.595567417
1807,1274679.5508238724
1808,2742370.270657213
1809,630358.6676911451
1810,2254800.0587177547
1811,1021232.3934964078
1812,748168.441478543
1813,877965.6904845375
1814,1107407.6490416625
1815,1286455.9976445965
1816,1497686.0224373387
1817,782264.2133057629
1818,1028269.9798310684
1819,313680.12753080955
1820,671981.7582986635
1821,1099109.3809572964
1822,1115935.9157318566
1823,332216.61267031723
1824,744550.6921963787
1825,2175463.335113608
1826,784830.3263498341
1827,612437.3094074295
1828,2255472.259554463
1829,932703.3418512937
1830,1365643.792140927
1831,1027213.01471404
1832,793572.3863164084
1833,2172309.155389438
1834,774785.6541604198
1835,1468121.1727237431
1836,408409.77747986827
1837,1233701.6648079618
1838,554330.5169788
1839,2232939.6227274667
1840,601638.8498559368
1841,1236298.7033455258
1842,1351152.3886519931
1843,590953.254054273
1844,1144457.0089013476
1845,1601901.4373181718
1846,1002043.0136627952
1847,990459.8622507849
1848,539263.1536818048
1849,1336139.8816842719
1850,1027548.2537619196
1851,470721.27544845454
1852,327591.87540354836
1853,892400.2117944742
1854,1417689.4320727142
1855,373655.62946696713
1856,496155.2424647973
1857,1174077.5182275164
1858,1751442.2621804352
